location_id,location_name,year_id,indicator_id,indicator_short,indicator_description,indicator_is_mdg,indicator_outline,indicator_unit,target_description,goal_description,scaled_value,scaled_lower,scaled_upper
146,Lebanon,2010,1003,Hep B,"Age-standardized rate of hepatitis B incident cases (per 100,000)",Not included in the MDG Index,3.3.4,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,31.8,11.7,54.8
146,Lebanon,2010,1004,NTDs,"Age-standardized prevalence rate of 14 neglected tropical diseases (NTDs) (per 100,000)",Not included in the MDG Index,3.3.5,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,99.9,99.8,99.9
146,Lebanon,2010,1019,Disaster,"Age-standardized death rate due to exposure to forces of nature (per 100,000)",Not included in the MDG Index,1.5.1,Scaled/Normalized value ranging from 0-100,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters.",End poverty in all its forms everywhere.,100,100,100
146,Lebanon,2010,1020,NCDs,"Age-standardized death rate due to cardiovascular diseases, cancers, diabetes, and chronic respiratory diseases among populations aged 30 to 70 years (per 100,000)",Not included in the MDG Index,3.4.1,Scaled/Normalized value ranging from 0-100,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being.",Ensure healthy lives and promote well-being for all at all ages.,64,52.4,76.8
146,Lebanon,2010,1025,Suicide,"Age-standardized death rate due to self-harm (per 100,000 population)",Not included in the MDG Index,3.4.2,Scaled/Normalized value ranging from 0-100,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being.",Ensure healthy lives and promote well-being for all at all ages.,88.1,78.9,96.1
146,Lebanon,2010,1026,Road Inj,"Age-standardized death rate due to road injuries (per 100,000)",Not included in the MDG Index,3.6.1,Scaled/Normalized value ranging from 0-100,"By 2020, halve the number of global deaths and injuries from road traffic accidents.",Ensure healthy lives and promote well-being for all at all ages.,73.2,61.3,82.8
146,Lebanon,2010,1027,Poisons,"Age-standardized death rate due to unintentional poisonings (per 100,000)",Not included in the MDG Index,3.9.3,Scaled/Normalized value ranging from 0-100,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination.",Ensure healthy lives and promote well-being for all at all ages.,70.5,62.3,77.2
146,Lebanon,2010,1030,Violence,"Age-standardized death rate due to interpersonal violence (per 100,000)",Not included in the MDG Index,16.1.1,Scaled/Normalized value ranging from 0-100,Significantly reduce all forms of violence and related death rates everywhere.,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",67.1,59.7,73.7
146,Lebanon,2010,1031,War,"Age-standardized death rate due to collective violence and legal intervention (per 100,000)",Not included in the MDG Index,16.1.2,Scaled/Normalized value ranging from 0-100,Significantly reduce all forms of violence and related death rates everywhere.,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",20.3,14.1,33.8
146,Lebanon,2010,1032,Overweight,Prevalence of overweight among children aged 2 to 4 years,Not included in the MDG Index,2.2.2b,Scaled/Normalized value ranging from 0-100,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons.","End hunger, achieve food security and improved nutrition, and promote sustainable agriculture.",53.7,40.6,65.2
146,Lebanon,2010,1033,MMR,"Maternal mortality ratio (maternal deaths among women aged 15-49 years per 100,000 live births)",Included in the MDG Index,3.1.1,Scaled/Normalized value ranging from 0-100,"By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,62,56,67.5
146,Lebanon,2010,1034,SBA,"Proportion of births attended by skilled health personnel (doctors, nurses, midwives, or country-specific medical staff [e.g., clinical officers])",Included in the MDG Index,3.1.2,Scaled/Normalized value ranging from 0-100,"By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,99.8,99.5,99.9
146,Lebanon,2010,1035,Met Need Mod,Proportion of women of reproductive age (15 to 49 years) who have their need for family planning satisfied with modern methods,Included in the MDG Index,3.7.1,Scaled/Normalized value ranging from 0-100,"By 2030, ensure universal access to sexual and reproductive healthcare services, including for family planning, information and education, and the integration of reproductive health into national strategies and programs.",Ensure healthy lives and promote well-being for all at all ages.,60,52.2,67.8
146,Lebanon,2010,1037,UHC Tracer,Coverage of universal health coverage (UHC) tracer interventions for prevention and treatment services,Included in the MDG Index,3.8.1,Scaled/Normalized value ranging from 0-100,"Achieve universal health coverage, including financial risk protection, access to quality essential health-care services and access to safe, effective, quality and affordable essential medicines and vaccines for all.",Ensure healthy lives and promote well-being for all at all ages.,83.9,80.5,87.3
146,Lebanon,2010,1039,Mean PM2.5,Population-weighted mean levels of fine particulate matter smaller than 2.5 microns (PM2.5),Not included in the MDG Index,11.6.2,Scaled/Normalized value ranging from 0-100,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.","Make cities and human settlements inclusive, safe, resilient, and sustainable.",44,38.8,50.5
146,Lebanon,2010,1040,5q0,"Under-5 mortality rate (probability of dying before the age of 5 years per 1,000 live births)",Included in the MDG Index,3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,69.5,64.2,75.2
146,Lebanon,2010,1041,NN Mort,"Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 live births)",Included in the MDG Index,3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,70.6,63.9,76.7
146,Lebanon,2010,1042,Air Poll Mort,"Age-standardized death rate attributable to household air pollution and ambient air pollution (per 100,000)",Not included in the MDG Index,3.9.1,Scaled/Normalized value ranging from 0-100,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination.",Ensure healthy lives and promote well-being for all at all ages.,70,64.5,75.4
146,Lebanon,2010,1043,WaSH Mort,"Age-standardized death rate attributable to unsafe water, sanitation, and hygiene (WaSH) (per 100,000)",Not included in the MDG Index,3.9.2,Scaled/Normalized value ranging from 0-100,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination.",Ensure healthy lives and promote well-being for all at all ages.,77.9,73.5,82.8
146,Lebanon,2010,1044,Stunting,Prevalence of stunting among children under 5 years,Included in the MDG Index,2.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons.","End hunger, achieve food security and improved nutrition, and promote sustainable agriculture.",81.8,75.2,87.4
146,Lebanon,2010,1045,Wasting,Prevalence of wasting among children under 5 years,Included in the MDG Index,2.2.2a,Scaled/Normalized value ranging from 0-100,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons.","End hunger, achieve food security and improved nutrition, and promote sustainable agriculture.",81.7,70.4,89.5
